solution,bot_solution,evaluation
5,,{'accuracy': 0.0}
2,,{'accuracy': 0.0}
2,,{'accuracy': 0.0}
8,,{'accuracy': 0.0}
1,,{'accuracy': 0.0}
1,,{'accuracy': 0.0}
2,,{'accuracy': 0.0}
9,,{'accuracy': 0.0}
2 مثلث,,{'accuracy': 0.0}
3 تا,,{'accuracy': 0.0}
4 واحد,,{'accuracy': 0.0}
36 کاغذ,,{'accuracy': 0.0}
2,,{'accuracy': 0.0}
6,تعداد مکعب‌های مستطیل توپر مختلفی که می‌توان با استفاده از 30 مکعب به ضلع 1 سانتی‌متر، با حجم 30 سانتی‌متر مکعب ساخت، بی‌نهایت است.,{'accuracy': 0.0}
14,حداقل تعداد اعداد رنگ قرمز که باید انجام شود تا هیچ 7 عدد متوالی‌ای همه آبی نباشد، صفر است.,{'accuracy': 0.0}
7,مجموع امتیازات هر 4 تیم در پایان مسابقات می‌تواند از 0 تا 12 عدد مختلف باشد.,{'accuracy': 0.0}
13/18,احتمال اینکه حاصل ضرب ارقام عدد دو رقمی انتخابی مریم زوج باشد، برابر با 2/9 است.,{'accuracy': 0.0}
28,نسیم حداکثر به 17 پرسش پاسخ داده است.,{'accuracy': 0.0}
4,تعداد کل پیشامد‌ها برابر با 1 است.,{'accuracy': 0.0}
5,حداقل تعداد اعدادی که مریم حذف کرده است برابر با 25! است.,{'accuracy': 0.0}
15,با استفاده از رقم‌های 2، 3 و 5، می‌توان به 7 عدد متمایز رسید.,{'accuracy': 0.0}
68,عدد صحیح مورد نظر برابر با 69 است.,{'accuracy': 0.0}
8,فاصله بین دو شهر در واقعیت 4 کیلومتر است.,{'accuracy': 0.0}
32,مقدار عبارت برابر با -32 است.,{'accuracy': 1.0}
0.38,میانگین مصرف هفتگی شیرینی برای امریکایی‌ها حدوداً 0.38 پوند است.,{'accuracy': 1.0}
333,کوچکترین عدد سه‌رقمی به فرم aaa که بر 9 بخش‌پذیر است، برابر با 108 است.,{'accuracy': 0.0}
4:30,زمانی که بابی و خانواده‌اش به مقصد می‌رسند، ساعت ۴:۳۰ بعد از ظهر است.,{'accuracy': 0.0}
20%,جینا ۱۰٪ از جوراب‌هایش را قرمز دارد.,{'accuracy': 0.0}
7,تفاوت مثبت بین عدد دو به توان پنج و پنج به توان دو برابر با ۷ است.,{'accuracy': 0.0}
4,برای 2 عدد دو رقمی مثبت، حاصلضرب ارقام برابر با 12 است.,{'accuracy': 0.0}
23,کوچک‌ترین عدد صحیح مثبتی که بزرگتر از 1 است و نسبت به حاصل‌ضرب اعداد صحیح مثبت 1 تا 20 اول می‌باشد، برابر با 21 است.,{'accuracy': 0.0}
5999,تعداد اعداد چهاررقمی کمتر از 8000 و بزرگتر از 2000 برابر با 5999 است.,{'accuracy': 0.0}
6,تعداد اعدادی که یا بر 7 بخش‌پذیر هستند یا مساوی با 34 هستند، 5 عدد هستند.,{'accuracy': 0.0}
0.5,احتمال بخش‌پذیر بودن N بر 4 حدوداً برابر با 2.5 است.,{'accuracy': 0.0}
10 درصد,درصد کاهش مساحت مربع حدوداً برابر با 10% است.,{'accuracy': 1.0}
13 اینچ مربع,مساحت بخش قرمز برابر با 22 اینچ مربع است.,{'accuracy': 0.0}
3,فاصله‌ی چند اینچی در نقشه بین دو شهر، 3 اینچ است.,{'accuracy': 1.0}
36,افزایش مساحت با دو برابر کردن شعاع دایره برابر با 9 اینچ مربع است.,{'accuracy': 0.0}
6,بزرگترین عدد از سه عدد صحیح متوالی، برابر با 6 است.,{'accuracy': 1.0}
42,شش ضلعی منظم که می‌تواند به شش مثلث مساوی الساقین تقسیم شود، وجود ندارد.,{'accuracy': 0.0}
4,تعداد مقسوم علیه‌های صحیح عدد ۷ برابر با ۲ عدد (۱ و ۷) است.,{'accuracy': 0.0}
564,نزدیک‌ترین عدد صحیح به 563.5097 برابر با 564 است.,{'accuracy': 0.0}
162,تعداد اعداد صحیح بین 99 و 999 که دقیقاً یک رقم 0 دارند، برابر با 10 عدد است.,{'accuracy': 0.0}
66,تعداد صندلی‌هایی که شماره‌ی آن‌ها فرد است، در کلاس برابر با 11 صندلی است.,{'accuracy': 0.0}
6,تعداد اعداد مربع کامل و فرد بین ۵ و ۲۱۱ برابر با ۴ عدد است.,{'accuracy': 0.0}
5040,"تعداد تنظیمات مختلف برای رمز قفل این چمدان، با شرط هر چهار رقم متفاوت، برابر با \(\text{ترکیب}(10, 4)\) است.

\(\text{ترکیب}(10, 4) = \frac{10!}{4!(10-4)!} = \frac{10!}{4! \times 6!} = \frac{10 \times 9 \times 8 \times 7}{4 \times 3 \times 2 \times 1} = 210\)

پس جواب نهایی برابر با 210 تنظیم مختلف برای رمز قفل چمدان است.",{'accuracy': 0.0}
5,چندجمله‌ای \(2f(x) + 4g(x)\) از درجه 5 می‌باشد.,{'accuracy': 0.0}
8,کوچکترین عدد زوج حاصل از این جمع‌ها برابر با 4 می‌باشد.,{'accuracy': 0.0}
10,مقدار 50% از 200% از عدد 10 برابر با 10 است.,{'accuracy': 0.0}
4005,عدد 2003ام از دنباله اعداد فرد برابر با 4004 است.,{'accuracy': 0.0}
1023,حاصلضرب دو عدد فرد متوالی 1023 است.,{'accuracy': 1.0}
10,امی از بتی 10 سیب بیشتر دارد.,{'accuracy': 1.0}
400,مساحت مستطیل چندان سانتی‌متر مربع است: 400 سانتی‌متر مربع.,{'accuracy': 1.0}
123,مقدار عبارت 123123 تقسیم بر 1001 برابر با 22 است.,{'accuracy': 0.0}
0.17,ویلیام 0.1667 مایل دویده است.,{'accuracy': 0.0}
350,ششمین عضو این دنباله حسابی برابر با 350 است.,{'accuracy': 1.0}
600,مجموع مجموعه اعداد جدید برابر با 30 است.,{'accuracy': 0.0}
8,فشار در کانتینر جدید حدوداً 8 کیلوپاسکال خواهد بود.,{'accuracy': 1.0}
8,کوچکترین عدد زوج از این مجموعه اعداد، عدد 2 است.,{'accuracy': 0.0}
2,"اگر \(f(x)\) و \(g(x)\) هر دو تابع زوج باشند، تابع \(f(x)g(x)\) نیز یک تابع زوج است.

اگر \(f(x)\) و \(g(x)\) هر دو تابع فرد باشند، تابع \(f(x)g(x)\) نیز یک تابع زوج است.

اگر یکی از \(f(x)\) و \(g(x)\) تابع زوج باشد و دیگری تابع فرد باشد، تابع \(f(x)g(x)\) یک تابع فرد است.

اگر \(f(x)\) و \(g(x)\) هیچ‌کدام از توابع زوج یا فرد نباشند، تابع \(f(x)g(x)\) یک تابع ""هیچ کدام"" است.",{'accuracy': 0.0}
1,بزرگترین مقدار ممکن برای میانگین حسابی اعداد برابر با یک است.,{'accuracy': 0.0}
30,مقدار \(f(12) - f(2)\) به صورت 10m محاسبه می‌شود، که در آن \(m\) شیب (ضریب) تابع خطی \(f(x)\) است و اطلاعات بیشتری نیاز است تا مقدار دقیق آن را بدانیم.,{'accuracy': 0.0}
18,۸ ضلع.,{'accuracy': 0.0}
54,مساحت مثلث جدید برابر با 54 واحد مربع است.,{'accuracy': 1.0}
24,منشور هشت ضلعی، هشت ضلع دارد.,{'accuracy': 0.0}
36,تعداد لوله‌های استوانه‌ای با قطر داخلی 2 اینچ برای نگهداری همان مقدار X آب که لوله با قطر داخلی 12 اینچ نگه داشت، برابر با 36 لوله است.,{'accuracy': 0.0}
8,"فاصله نقطه (3, 4) و تصویر آن به ازای محور x برابر با صفر است.",{'accuracy': 0.0}
100,متأسفانه نمی‌توانم به سوال پاسخ دهم زیرا مشکلی در ارائه سوال وجود دارد یا خطایی در نوشته‌ها به وجود آمده است.,{'accuracy': 0.0}
0.54,مساحت سطح مکعب برابر با 0.54 متر مربع است.,{'accuracy': 1.0}
21,طول ضلع YZ برابر با 21 واحد است.,{'accuracy': 1.0}
70,اندازه زاویه B برابر با 100 درجه است.,{'accuracy': 0.0}
144,حجم آب موجود در استخر نیمه پر شده برابر با 144 متر مکعب است.,{'accuracy': 1.0}
3,شعاع کره برابر با 3/4 واحد است.,{'accuracy': 0.0}
126,اندازه‌ی زاویه AOB برابر با 90 درجه است.,{'accuracy': 0.0}
3,ارتفاع مخزن 3 متر می‌باشد.,{'accuracy': 1.0}
8000,حجم مکعب جدید، 8000 اینچ مکعب است.,{'accuracy': 1.0}
8918,اختلاف مثبت حجم مکعب دوم و حجم مکعب اول 26a^3 سانتی متر مکعب است.,{'accuracy': 0.0}
3600,حجم هرم 3600 متر مکعب است.,{'accuracy': 1.0}
4,ارتفاع استوانه دوم 4 اینچ می‌باشد.,{'accuracy': 1.0}
140,اندازه هر زاویه باز در متوازی الاضلاع 70 درجه می‌باشد.,{'accuracy': 0.0}
3,مقدار x (افزایش طول ضلع) به‌دست آمده از حل معادله‌ی سوم درجه برابر با مقدار طول هر ضلع جدید مکعب است.,{'accuracy': 0.0}
120,میانگین اندازه‌ی سه زاویه خارجی مثلث برابر با 240 درجه است.,{'accuracy': 0.0}
15,اندازه یک زاویه داخلی در یک هشت ضلعی منتظم 22.5 درجه و از اندازه یک زاویه داخلی در یک شش ضلعی منتظم کمتر است.,{'accuracy': 0.0}
31,بزرگترین مقدار ممکن برای محیط مثلث وقتی طول ضلع سوم عدد صحیح باشد، برابر با 8 + 8 + x می‌باشد. اگر x بزرگترین عدد صحیح باشد، مقدار محیط مثلث برابر با 8 + 8 + 9 = 25 واحد خواهد بود.,{'accuracy': 0.0}
3,طول ضلع سوم مثلث برابر با 2 است.,{'accuracy': 0.0}
40,محیط بزرگترین ممکن مثلث متساوی الساقین با طول ضلع‌های 15 و 10 سانتی‌متر برابر با 40 سانتی‌متر است.,{'accuracy': 0.0}
12,مساحت مثلث با اضلاع 5، 5 و 6 برابر با 12 واحد مربع است.,{'accuracy': 0.0}
28,طول کوتاه‌ترین ضلع مثلث دوم حدوداً 97.059 واحد است.,{'accuracy': 0.0}
864000,"تعداد تابلوهای مجوز ممکن در ایالت جدید آتلانتیس برابر با 175,760,000 تابلو می‌باشد.",{'accuracy': 0.0}
1/4,احتمال دقیقاً دو حلقه در جعبه‌های اشتباه قرار داشته باشند برابر با 1/6 است.,{'accuracy': 0.0}
12,تعداد اعداد سه رقمی که شرایط داده شده را ارضا می‌کنند برابر با 54 عدد است.,{'accuracy': 0.0}
380,تعداد راه‌های انتخاب یک رئیس جمهور و یک معاون جمهور برابر با 380 راه است.,{'accuracy': 1.0}
7,تعداد اعداد اول کمتر از 100 که رقم یکان آن‌ها برابر با 3 است، برابر با 7 عدد است.,{'accuracy': 0.0}
14400,تعداد روش‌های قابل تشخیص برای نشستن اعضای کمیتهٔ سنا به یک میز گرد، برابر با 576 روش است.,{'accuracy': 0.0}
1000000,مقدار عبارت 82^3 + 3(82^2)(18) + 3(82)(18^2) + 18^3 برابر با 1000000 است.,{'accuracy': 0.0}
70,تعداد روش‌های انتخاب اعضای تیم ریاضی برای مسابقه برابر با 1 روش است.,{'accuracy': 0.0}
31,"تعداد زیرمجموعه‌های غیرتهی از مجموعهٔ { 1 , 2, 3, 4, 5, 6, 7, 8, 9, 10, 11 } که کلیهٔ اعضا اعداد اول هستند، برابر با 129 عدد است.",{'accuracy': 0.0}
120,"تعداد راه‌های ممکن برای ترتیب دادن حروف کلمه ""ELEVEN"" برابر با 30 است.",{'accuracy': 0.0}
5,تعداد روش‌های مختلف قرار دادن 8 کره قابل تمییز به دو قفسه قابل تمییز برابر با 256 است.,{'accuracy': 0.0}
5,تعداد جایگشت‌های مختلف از 4 توپ بدون توجه به ترتیب موجود برابر با 1 است.,{'accuracy': 0.0}
17/18,احتمال اینکه جمع دو عدد حاصل از دو تاس شش‌رو بین 3 تا 11 (شامل حدود) باشد برابر با 5/18 است.,{'accuracy': 0.0}
1/20,احتمال اینکه دو تاس فرد، یکی را بیرون آورند برابر با 1/4 است.,{'accuracy': 0.0}
0.5,ارزش امیدریاضی برد ما پس از یک بار پرتاب سکه برابر با 0.5 یا یک دوم است.,{'accuracy': 1.0}
11/36,احتمال اینکه حداقل یکی از دو تاس 6‌رو که بیندازیم، شماره 5 بیاید برابر با 13/18 است.,{'accuracy': 0.0}
37/819,احتمال اینکه این گروه چهار نفره حداقل دو نفر از سه تن اول دانش‌آموزان برتر جغرافیا در کلاس را شامل شود، تقریباً برابر با 0.000195 است.,{'accuracy': 0.0}
243,تعداد روش‌های قرار دادن 5 توپ متمایز در 3 جعبه برابر با 125 است.,{'accuracy': 0.0}
28,تومورا می‌تواند 28 پیتزا مختلف (هر کدام با دو پیکان متفاوت) را سفارش دهد.,{'accuracy': 1.0}
45,عدد بعدی در ردیف مثلث پاسکال برابر با 11 است.,{'accuracy': 0.0}
1963,تعداد عدد‌های صحیح مثبت از 2008 کوچکتر که ویژگی تعداد زوج از مقسوم‌علی‌ها را دارند، برابر با 80 عدد است.,{'accuracy': 0.0}
6720,"تعداد روش‌های مختلف برای ترتیب حروف کلمه ""PARABOLA"" برابر با ۱۲۶۰ است.",{'accuracy': 0.0}
6,احتمال اینکه حداکثر 4 بار نتیجه‌ی تاس‌ها عدد 1 باشد برابر با تقریباً 0.34 است.,{'accuracy': 0.0}
3,تنها یک عدد صحیح دقیق درونه‌ی مربعی بین 200 تا 300 وجود دارد که اینتیگر وزن دارای 42524 یک ترم عکس‌العمل باشد و آن عدد 200 است.,{'accuracy': 0.0}
110,باید عدد 9! را در 110 ضرب کنیم تا به 11! برسیم.,{'accuracy': 0.0}
48,تعداد حالات ممکن برای قرار دادن 5 توپ متمایز در 3 جعبه به گونه‌ای که یک توپ در هر دو طرف استوانه باشد، برابر با 130 حالت است.,{'accuracy': 0.0}
1,احتمال اینکه ماشین حاصل از پرتاب نرمال تاس شش‌رو سوال بالا، حداکثر 4 بار سکه را با صورت یک انسان می‌آورد، تقریباً 24.28% است.,{'accuracy': 0.0}
243,تعداد راه‌های مختلف برای قرار دادن 5 توپ متمایز در 3 جعبه متمایز برابر با ۲۴۳ راه است.,{'accuracy': 0.0}
36,تعداد روش‌های مختلف برای قرار دادن 4 توپ (2 توپ سبز و 2 توپ قرمز) در 3 جعبه متمایز به گونه‌ای که دو توپ به هم نمی‌توانند تمیز شوند، برابر با 5 روش است.,{'accuracy': 0.0}
4,تعداد روش‌های مختلف تقسیم چهار پرتقال یکسان به حداکثر سه گروه برابر با 8 روش است.,{'accuracy': 0.0}
1/4,احتمال اینکه دقیقاً دو تاس پیشرفته یک یا دو بیاید برابر با 1 است.,{'accuracy': 0.0}
1275,پنجاهمین عدد مثلثی برابر با 1326 است.,{'accuracy': 0.0}
8.5,میانگین حاصل‌ضرب شماره‌گذاری‌شده‌ی دو کره انتخاب‌شده برابر با 6.8 است.,{'accuracy': 0.0}
11/850,احتمال این که سه کارت انتخاب‌شده همگی کلوپ باشند، تقریباً برابر با 0.0129 است.,{'accuracy': 0.0}
280,ماله می‌تواند به 280 روش مختلف تخصیص دهی را انجام دهد.,{'accuracy': 1.0}
12/25,احتمال اینکه بازیکن بیسبال لری پاندز در دو بار بازی پایه اول را بدست آورد برابر با 0.000625 یا 0.0625٪ است.,{'accuracy': 0.0}
58500,تعداد ممکن پلاک‌های خودرویی برابر با 58500 است.,{'accuracy': 1.0}
1,باقی‌مانده‌ی عددی که هنگامی که دوبرابر آن بر 5 تقسیم می‌شود، نیز برابر با 3 است.,{'accuracy': 0.0}
16,تعداد مقسوم‌علیه‌های مشترک مثبت بین اعداد 840، 960 و 1200 برابر با 14 است.,{'accuracy': 0.0}
12,بزرگترین مقسوم‌علیه‌ی مشترک بین 180 و 168 برابر با ۸ است.,{'accuracy': 0.0}
7,تعداد اولیه Penteria برابر با 137 نفر است.,{'accuracy': 0.0}
5,باقیمانده برابر با 5 است.,{'accuracy': 1.0}
18,عدد بزرگتر برابر با 28 است.,{'accuracy': 0.0}
,
